user_id,duration,task_id,task_reference,source,materials,instructions,solution,criteria,images_required,cooperation_requirements,decision_verifiability,difficulty,goal_clarity,goal_path_multiplicity,intellectual_manipulative_requirements,intrinsic_interest,operational_requirements,population_familiarity,solution_multiplicity,cooperation_requirements_q,decision_verifiability_q,difficulty_q,goal_clarity_q,goal_path_multiplicity_q,intellectual_manipulative_requirements_q,intrinsic_interest_q,operational_requirements_q,population_familiarity_q,solution_multiplicity_q
R_5dLP7U1i79p5vot,4547,42,"Shaw 1963, p. 68",(old parlor game),"Nine cards labelled with numbers l through 9.
Cards are arranged in groups:
7  28  196  34  5","""If we multiply the first two numbers (7 x 28) it happens that the answer is the middle number (196).  But if we multiply the pair at the other end (5 x 34) the answer will not be the middle number (196).
Your task, working as a group, is to rearrange the nine cards in as few moves as possible so that each of the end groups when multiplied will equal the number in the middle.  (Groups must contain con-tain same number of cards as before;  i.e., l card, 2 cards, 3 cards, 2 cards, and 1 card, in that order.)""","2  78  156  39  4  (Requires moving 5 cards)
4  39  156  78  2  (Requires moving 7 cards)
3  58 1 74  29  6  (Requires moving 7 cards)
6  29  174  58  3  (Requires moving 7 cards) ","Time required;  number of moves required for solu-tion; 
 success/failure in alloted time. ",FALSE,2.44,7.23,5.37,5.06,3.5,4.32,2.23,3.47,2.81,2.5,2.36,2.04,2.45,3.91,2.48,1.85,2.52,2.1,2.65,2.26
R_5dLP7U1i79p5vot,4547,53,"Shaw 1963, p. 77",F. E. Fiedler & L. Szalay (personal communication from J. E. McGrath),"Pencils.  One sheet of paper for each S with problem statement, ""During the years previous to the Chinese-Japanese war, 2,500 Japanese soldiers died yearly in military maneuvers which were
purposely designed to be hard and dangerous in order to approach
war conditions.  In the war that followed, the Japanese had eleven
times fewer causalities than the Chinese.  After the war, Japanese
military authorities, referring to these facts and to an alleged
saving of 3,000,000 lives, proposed an even harder and more dangerous military training.""  This sheet should also provide spaces for 10 pro and 10 con arguments.
One sheet of paper with the above material to be used for group
arguments.
One copy of the following instructions for each S:","""In the following task you will be given a controversial theme.  Consider the theme carefully and then indicate a ""yes"" or ""no"" position.  You then must give as many consistent pro and contra arguments for the theme as you can think of.
The problem has military, political, social, moral, and psychological aspects.  Formulate briefly as many arguments as you can.  Each numbered line is for a single argument. The number and quality
of the arguments produced will serve as a basis for the evaluation
of your performance. Arguments must be relevant to the outlined
problem.
You have a total of 10 minutes to construct all your arguments, both pro and con.
Step 1:  For half of this time (5 minutes) each of you has to work alone, and produce individually as many arguments as you can.
Step 2:  For the second 5 minutes the group will work together to produce more new solutions.  For this purpose you will be given
a separate Group Sheet.  Only arguments which did not occur on the
individual sheets should be included on this Group Sheet."" ",Variable.,Number of arguments produced as a group (last 5 minutes);  quality of arguments produced as a group (last 5 minutes);  total number of arguments produced;  and overall quality of arguments produced.,FALSE,4.28,1.5,5.19,4.32,7.06,7.02,5.23,5.5,4.07,7.36,2.74,1.85,3.93,3.47,2.34,2.54,2.09,2.51,2.95,0.66
R_5dLP7U1i79p5vot,4547,68,"Shaw 1963, p. 93","Bass, 1960b.","A copy of the following problem statement for each group member:
""Sam, a student in the 8th grade, is, in the words of his principal,  ""A bad case who is headed for the juvenile court.""  The principal would like to expel Sam, but hesitates to do so because Sam's father is influential in the town.  The principal has tried everything with Sam - called him down, pleaded with him, made him sit in the office with his face to the wall, used corporal punishment, called Sam's parents, and placed him on probation.  Sam still remains impudent and truant.  The principal has written Sam's mother asking her to come to the school to talk over Sam's behavior, but she phoned to say she is too busy and has no··time to bother with his school problems.  Sam is at present on probation. What should be done with Sam? The following are suggested solutions:
A. Send Sam to a psychiatrist, child psychologist, or social welfare counselor.
B. Try to stimulate Sam toward goals which might gain him greater acceptance.
C. Try to get his parents to realize the seriousness of the situation.
D. The whole family should be sent to a psychiatrist, psychologist, or social welfare counselor.
E. Attempt to determine why he is the way he is and insti-tute a campaign to correct the reason."" ","""This is a group task.  Discuss the case you have been given and try to arrive at a consensus regarding which of the suggested solutions is the best one. You will have 15 minutes to discuss the case and make your decision."" ","Quality of decision: A-2
B-4
C-3
D-5
E-1
(the smaller the number, the better the decision)",Quality of decision;  unanimity of decision.,FALSE,3.86,2.54,3.25,5.88,5.62,7.37,6.45,4.38,5.5,3.92,2.6,2.28,2.48,3.57,1.69,0.62,2.11,3.77,3.04,2.45
R_5dLP7U1i79p5vot,4547,69,"Shaw 1963, p. 94","Festinger & Hutte, 1954.","A copy of the following statement of the problem for each group member:
""Henry, the son of a physician, has a friend, Jim, who is under the care of Henry's father. Henry knows that Jim is incurably ill.  Both are in love with a girl, Ellen. Jim doesn't know what kind of disease he has; neither does Ellen know that he is incurably ill.  One night Henry calls on Ellen just after he has decided to give up his studies and accept a job in California.  He intends to ask her that night to marry him and go with him to California.  Henry knows that for many years Ellen has wanted to go to live there. Before he gets a chance to tell her, however, Ellen announces her engagement to Jim.
What should Henry say and do?"" ","""Your task is to give advice regarding the interpersonal problem you have been given.  After reading the pro-blem, you will be given an opportunity to discuss possible decisions.  Try to find a solution that is acceptable to all, but if you cannot agree, a minority report will be accepted.  When you have agreed upon a solution, or have agreed that you cannot reach a unanimous decision, the discussion will be terminated.  At that time, please write your decision on the card provided and hand it to me.  If a minority report is submitted, please indicate who supported each proposition."" ",Variable,Time to reach a decision;  number of members agreeing with majority decisions;  judged quality of decision.,FALSE,3.45,0.91,4.36,4.44,7.23,7.3,7.02,4.95,5.58,7.26,2.79,1.8,3.89,4.38,1.64,1,3.14,3.25,3.34,1.28
R_5dLP7U1i79p5vot,4547,73,"Shaw 1963, p. 97","French, 1941.","Ball and spiral apparatus.  This consists of a spiral track 3½ inches wide ascending from a circular base 4 inches in diameter to a center hole in the top about 24 inches above the base.  There are 3 3/4 rotations of the track, the outside of which is open so that a rubber ball can roll off freely.  Five handles are mounted on the base, spaced at equal intervals.  A rubber ball is placed at the bottom of the track at the beginning of each trial. ","""This is a test of group cooperation in a manual dexterity task.  By appropriate manipulation, it is possible to make this rubber ball roll to the top of the track and enter the hole in the top.  Each person will grasp one of the handles with his right hand.  Then, working as a team, try to cause the ball to roll to the top of the track without falling off.  Each time the ball falls off, I will replace it at the bottom of the track and a new trial begins.  You will have ten trials to try to move the
ball to the top.  Are there any questions?"" ",Moving the ball as far up the track as possible on each trial.,Mean height of ball per trial before falling off track;  mean time per trial that ball is kept on track. ,FALSE,7.28,6.17,2.77,6.04,3.07,0.66,5.36,2.28,2.56,3.61,1.12,3.24,3.54,2.91,3.4,0.66,3.6,3.08,2.83,3.55
R_5dLP7U1i79p5vot,4547,76,"Shaw 1963, p. 100","Ghiselli & Lodahl, 1958. ","Two model train engines, each fitted with one car;  two transformers with power and directional controls;  circular track (4'  in diameter) with three sidings spaced at equal inter-vals around the track;  three siding switch controls - one for each siding. ","''We are interested in observing how teams of individuals work together in carrying out cooperative tasks.  This train set has five controls:  one control for each of the two trains and one control for each of the three sidings.  Each of you will operate one of the controls.  Your task is to run both trains around the track in opposite directions as many times as possible in a three minute trial period.  You will be given two points for each complete circuit of the track, with the restriction that both trains must make the same number of trips in any one trial.  That is, you will not get credit for simply running one train around the track again and again.  Also, accuracy is important, so you will be penalized for recklessness.  You will lose five points
each time there is a wreck;  i.e., when a train derails or the
two trains run together.  There will be 12 three-minute trial periods with a one-minute rest period after each trial. You may talk to each other at any time. Are there any questions?"" ",Coordination of effort so that one train is on siding while other passes.,Net points earned;  mean number of circuits per trial;  mean number of wrecks per trial. ,FALSE,7.23,5.5,3.21,5.12,3.5,1.84,6.93,4.35,3.5,3.3,1.26,3.31,3.25,2.54,2.85,2.08,2.95,2.89,3.46,3.46
R_5dLP7U1i79p5vot,4547,90,"Shaw 1963, p. 116","Shaw, 1959.","A diagram like the one shown below (left) which can be displayed before the group, and a similar diagram (shown below, right) with target values written in for use by experimen-ter in reporting scores to group. ","(The diagram shown above, left, is shown to the group.)  ""This is a kind of search task.  On each trial, you will choose one of the coordinates on this chart, e.g., D-5, E-10, etc.  For each problem, I will have a chart with concentric, irre-gular lines drawn on it, like this (a diagram similar to the one shown above, right, is displayed to the group).  The value of your decision will be determined by the value of this diagram.  For example, if you choose D-3, this coordinate is outside the largest circle and has a value of zero;  if you choose a coordinate between the largest and next largest circle, you get a value of 5, etc.  The object is to earn as high a score as possible on the 10 trials allowed on each problem.  After each decision, I will tell you the score you have earned according to my diagram.  At first, of course, you will have no basis for making a choice.  However, after a few trials, you should begin to learn something about the diagram that I have, and thus be able to make more intelligent decisions.
The decision must be a group decision.  You will be allowed
three minutes for discussion in making each decision.  If you wish
you may choose the same coordinate on successive trials.  You may
also mark your decisions and their value on the diagram, if you
wish."" ","The highest possible score would of course b5 200, where the group chooses the central coordinate on all 10 trials. ",Total score on 10 trials;  number of trials to discover coordinate having highest value. ,TRUE,3.64,6.94,3.36,5.38,3.58,6.21,3.38,2.5,1.86,3.38,2.73,2.43,2.82,3.47,3.39,2.62,3.62,2.17,2.65,2.94
R_6utXKrqDCWc1w65,4477,102,"Shaw 1963, p. 131","Marquart, 1955.","A copy of the following unfinished sonnet:
'Knowing this man, who calls himself comrade,
mean, underhanded, lacking all attributes
real men desire, that replenish all worlds
men strive for, knowing that charlatan, fool too
masquerading always in our colors, must also
be addressed as comrade - knowing these and
others to be false, deficient in knowledge
and love for fellow man that motivates our kind.
Nevertheless I answer the salutation proudly,
equally sure that no one can defile it,
feeling; deeper than the word the love it bears,"" 

A number of cards, each having one of the following words
typed on it: ""The world it builds and no man lying talking behind
back betraying trusting friend is worth enough to soil this word
or mar this world""
Four cards each having a comma printed on it, and one card
having a period printed on it. ","""'The purpose of this task is to determine how
people work together on a problem requiring verbal skill. Your
task, as a croup, is to rearrange the words and punctuation marks
you have been given so that they form the last three lines to the
unfinished sonnet on your problem sheet. Work as quickly and as
accurately as you can."" ","the world it builds, and no man lying,
talking behind back, betraying trusting friend,
is worth enough to soil this word or mar this world. ","Number of words and punctuation marks in correct
order; time required. ",FALSE,3.62,5.5,5.93,4.39,3.56,5.72,3.61,4.06,2.39,1.15,2.34,3.35,3,3.31,2.32,1.97,3.14,2.37,3.31,2.09
R_6utXKrqDCWc1w65,4477,18,"Shaw 1963, p. 44",(old parlor game),"A copy of the following statement:
""A man, having imbibed too freely, wandered into a vacant lot
and fell into an open pit, 25 feet deep. Each time he took a step
(as he tried to climb out) he moved upwards three feet, but slipped
back two. How many steps will be required to get out of the pit?""","""This is a group task. Discuss the problem
among yourselves and arrive at a group solution."" ","23 steps. (On the last step he reaches the top and
so does not slide back the usual two feet.) ",Pass/fail; time. ,FALSE,1.71,7.32,2.41,6.83,0.98,7.33,3.62,2.1,5.09,0.53,1.85,0.88,3.41,2.15,1.84,1.04,2.39,1.64,3.11,0.54
R_6utXKrqDCWc1w65,4477,24,"Shaw 1963, p. 49","Shaw, 1954a.","Paper and pencils, One copy of each of the
following problem statement for each group member:
""You are asked to give time of arrival at Town 4 of a plane
which left Town l at 12;00 noon. You know the towns at which the
plane must land, distance between towns, duration of stops and speed
of the plane. What time does the plane land at Town 4?""
One copy of each of the following items: (Items are randomly
distributed among group members.)
The plane stops at Town 2 for 1 hour.
Distance from Town 2 to Town 3 is 200 miles
The plane must land at Town 2.
The plane Must land at Town 3.
The speed of the plane is 100 miles per hour.
Distance from Town 1 to Town 2 is 100 miles.
Distance from Town 3 to Town 4 is 100 miles.
The plane stops at Town 3 for 1 hour. ","""Your task is to solve the problem you have been
given working together as a group. No one of you can solve the
problem working alone because no one has all the information needed
to solve it. You must, therfore, communicate with each other in
order to reach solutions. You may communicate freely among yourselves, but you may not show each other the items of information
that you have been given. The object is for every member in the
group to learn the answer in the shortest possible time. When you
have an answer that you are willing to accept - either your own
solution or someone else's - raise your hand and I will collect
your solution. The sooner each of you reports a solution, the
better will be the group's performance score. Are there any
questions?"" ",6:00 p.m. ,"Average of individual time scores; errors (number
of incorrect solutions submitted). ",FALSE,6.25,7.34,4.43,5.28,2.95,6.32,3.04,3.66,4.46,0.57,2,0.66,2.67,3.48,2.88,2.26,2.21,2.29,2.33,0.56
R_6utXKrqDCWc1w65,4477,35,"Shaw 1963, p. 61","Cattell, Saunders, & Stice, 1953. ","Pack of ordinary playing cards with face cards
removed. A large cardboard marked off into 15 spaces, each large
enough for an ordinary playing card and each labeled as indicated
in the diagram below: 

Red                    Red                 Black
  3            7           6          4         4

               Red                            Black
 20           15         13          17        19

Black                             Black     Red
  14           13         30        10         45","""Your task, working together as a group, is to
sort these cards as quickly as possible into 15 groups as indicated
on this chart. Each group is to have the cards in it adding to the
value indicated here (point), and all the cards of a group are to
be of the color indicated here (point). Where no color in indicated
the cards may be mixed, but in every case the value of the cards
in a group must be shown. Your score will be the number of groups
correctly assembled when time is called or upon time taken if you
complete the task before time is called.""",Sorting as shown by chart. ,Number of groups correctly assembled; time required. ,FALSE,3.25,7.12,4.17,4.93,3.36,3.06,3.05,3.23,2.59,2.44,2.97,2.18,3,3.6,3.17,2.4,3.36,3,2.61,2.92
R_6utXKrqDCWc1w65,4477,3,"Shaw 1963, p. 32","Deutsch, 1949. ","Paper and pencils; copies (one for each S)
of the following problem statement: 
""There must have been a dearth of eligible young ladies in
Kingsdale, for each of five men there has married the widowed
mother of one of the others. Jenkin's stepson, Tomkins, is the
stepfather of Perkins. Jenkin's mother is a friend of Mrs. Watkins
whose husband is a cousin of Mrs. Perkins. What is the name of '
the stepson of Simkins?"" ","""We are interested in observing how groups of
individuals go about solving problems. Please read the problem
carefully, then discuss it among yourselves and try to arrive at a
group decision as quickly as possible. You may attack the problem
in any way that you wish as long as you work on it as a group."" ",Watkins ,Time required for solution; correct/incorrect,FALSE,2.35,7.28,4.28,5.71,2.66,7.16,4.17,3.14,3.23,0.54,2.48,1.66,2.33,3.22,2.31,1.88,2.65,2.05,2.12,0.56
R_6utXKrqDCWc1w65,4477,41,"Shaw 1963, p. 67",(old parlor game) ,"Sixteen cards with numbers 1 through 16 printed on
them. Cards are arranged as shown below: 
1   15   5   12
8   10   4   9
11   6   16   2
14   3   13   7","""In as few a moves as possible, rearrange the
cards so that the four rows, the four columns, and the two long
diagonals each add up to 34."" ","1   11   6   16
8   14   3   9
15   5   12   2
10   4   13   7
or any other arrangement that will meet the conditions. ",Number of moves; time. ,FALSE,2.07,7.06,4.81,6.06,4.04,4.14,2.64,3.27,2.61,3.95,2.64,3.36,2.97,2.53,2.47,2.26,3.27,2.36,2.76,2.29
R_6utXKrqDCWc1w65,4477,51,"Shaw 1963, p. 75","Heise & Miller, 1951.","The sentences to be reconstructed are:
1. The picture we saw was painted by an old woman who had
been taught how to mix the colors by one of the native artists.
2. The boy on the white bicycle was seen riding down
Eighth Avenue at about four o'clock in the afternoon by an old
lady called Mary.
3. The local committee for civic improvement net in Town
Hall on Saturday afternoon to discuss plans for raising money
to build a proposed public library.
For each sentence, each word is typed on a separate card and the
cards placed in an envelope.","""This is a group problem solving situation.
Each of the envelopes you have been given contains a number of cards,
each having one word typed on it. Your task is to sort each set of
cards so that the words form a meaningful sentence. You may work
on the sentences in any order that you wish, but all members of the
group must be working on the same sentence at any given time. The
object is to complete all three sentences in the shortest possible
time."" ",Reproduction of sentences listed above.,Time; number of sentences correctly reproduced.,FALSE,3.95,6.32,4.93,6.23,3.25,5.58,3.08,3.82,2.17,1.04,3.1,2.25,2.77,3.61,2.24,2.72,3.21,2.38,2.85,1.58
R_6utXKrqDCWc1w65,4477,83,"Shaw 1963, p. 108","Gaier & Bass, 1955. ","Pencils. List of cities to be ranked:
City                                          Rank
Seattle, Washington               ____
Mobile, Alabama                    ____
Jersey City, New Jersey          ____
Youngstown, Ohio                   ____
Minneapolis, Minnesota          ____
Corpus Christi, Texas              ____","""Your task will be to rank the cities listed
on the problem sheet according to their population as indicated by
the 1960 census. That is, assign a rank of 1 to the city which has
the largest population, a rank of 2 to the city which has the next
largest population, etc. Are there any questions about this pro-
cedure? (Make sure task is understood by everyone.) You will be
given 10 minutes to discuss the problem and arrive at a group
ranking. ","City                                      Rank
Seattle, Washington                1
Mobile, Alabama                    4
Jersey City, New Jersey          3
Youngstown, Ohio                   5
Minneapolis, Minnesota          2
Corpus Christi, Texas              6","Correlation of group ranking with true ranking;
time. 
",FALSE,2.88,7.32,2.55,7.3,1.95,6.81,2.28,1.12,3.77,0.88,2.46,0.86,3.42,1.1,2.73,1.64,2.9,1.82,3.73,1.58
R_6utXKrqDCWc1w65,4477,87,"Shaw 1963, p. 112","Bass, 1958. ","An adequate supply of ranking sheets with the
following information:

Words        Rank

Leader      ____
Zebra        ____
Income     ____
Youngster ____
Region      ____","""Your task is to rank the words on your pro-
blem sheet in order of familiarity. Give a rank of 1 to the word
that you think is most familiar to persons in this country (i.e.,
the most common) a rank of 2 to the next most familiar word, etc.
First, each of you will rank the words individually, then you will
work together as a group to arrive at a group ranking of the words.
Work as quickly and as accurately as you can.""","Words        True Rank

Leader              1
Income            2
Youngster        3
Region             4
Zebra               5","Difference between the average correlation of
individual rankings with true ranks and the correlation of the
group ranking with true ranks. Time required for group ranking. 
",FALSE,3.06,6.29,2.1,7.18,1.75,6.85,2.35,1.39,3.08,1.04,2.71,3.15,2.84,1.72,2.8,1.85,3.02,2.1,3.64,1.47
R_6utXKrqDCWc1w65,4477,92,"Shaw 1963, p. 119","Shaw, 1959. ","A diagram like the one shown below (left) which
can be displayed before the group, and a similar diagram (shown
below, right) with target values written in for use by experimenter in reporting scores to group. ","(The diagram shown above, left, is shown to the
group.) ''This is a kind of search task. On each trial, you will
choose one of the coordinates on this chart, e.g., D-5, E-10, etc.
For each problem, I will have a chart with concentric, irregular
lines drawn on it, like this (a diagram similar to the one shown
above, right, is displayed to the group). The value of your dec-
ision will be determined by the value on this diagram. For example,
if you choose D-3, this coordinate is outside the largest circle
and has a value of zero; If you choose a coordinate between the
largest and next largest circle, you get a value of 5, etc. The
object is to earn as high a score as possible on the 10 trials
allowed on each problem. After each decision, I will tell you the
score you have earned according to my diagram. At first, of course,
you will have no basis for making a choice. However, after a few
trials, you should begin to learn something about the diagram that
I have, and thus be able to make more intelligent decisions.
The decision must be a group decision. You will be allowed
three minutes for discussion in making each decision. If you wish
you may choose the same coordinate on successive trials. You may
also mark your decisions and their value on the diagram, if you
wish."" ","The highest possible score would of course be 200,
where the group chooses the central coordinate on all 10 trials.","Total score on 10 trials· number of trials to
discover coordinate having highest value: 
",TRUE,3.64,6.94,3.36,5.38,3.58,6.21,3.38,2.5,1.86,3.46,2.73,2.43,2.76,3.17,3.44,2.62,3.62,2.17,2.52,2.92
R_AigHeKMEHnwXfG1,4395,1,"Shaw 1963, p. 30",(old parlor game),"Paper and pencils. Copy of the following statement of the problem: 
     Farmer Jones sent his son to market with a number of chickens telling him that he might sell any or all of them as he thought best. When the son returned he reported to his father as follows, ''First, I sold Mr. Smith half of the chickens and ½ more; then I sold Mr. Wilson a third of what remained and 1/3 of a chicken more; next I sold Mr. Thomas 1/4 of what remained and 3/4 of a chicken more; finally, I sold Mr. Norton exactly 1/5 of what I had left and gave him 1/5 of a chicken for his wife. I brought back 19 that I was unable to sell."" How many chickens did Farmer Jones send to market?","""Your task is to discuss the problem and arrive at a group decision regarding the correct solution."" ","Farmer Jones sent 101 chickens to market. (Mr. Smith bought half and 1/2 more, or 50½ + ½ = 51; Mr. Wilson bought 16 2/3 + 1/3 = 17; Mr. Thomas bought 8¼ + 3/4 = 9; Mr. Norton bought 4 4/5 + 1/5 = 5; leaving 19 which were returned home.) ",Time; correct/incorrect ,FALSE,2.23,7.37,5.21,6.78,1.9,7.02,2.94,3.61,4.21,0.56,2.65,0.62,2.58,2.43,1.64,2.26,3.48,2.13,3.23,0.56
R_AigHeKMEHnwXfG1,4395,26,"Shaw 1963, p. 51","Shaw & Rothschild, 1956.","Paper and pencils. One copy of the following problem statement for e~ch group member: 
""Your group represents an industrial organization which needs to purchase 50 trucks. You are considering four different makes: Fonds, Chats, Stuarts, Plumes. The organization wants to buy the one which will give maximum service per unit cost. Which make do you purchase?"" 
One copy of each of the following items: (Items are randomly distributed among group members.) 
    Fonds cost $3000 each. The average life of a Fond is 3 years. 
    Chats cost $3500 each. The average life of a Chat is 3 1/2 years. 
    Stuarts cost $4000 each. The average life of a Stuart is 3 years. 
    Plumes cost $3500 each. The average life of a Plume is 4 years. ","""Your task is to solve the problem you have been given working together as a group. No one of you can solve the problem working alone because no one has all the information needed to solve it. You must, therefore, communicate with each other in order to reach solutions. You may communicate freely among yourselves, but you may not show each other the items in information that you have been given"" The object is for every member in the group to learn the answer in the shortest possible time. When you have an answer that you are willing to accept -either your own solution of someone else's -raise your hand and I will collect your solution. The sooner each of you reports a solution, the better will be the group's performance score. Are there any questions?"" ",Plumes.,Average of individual time scores; errors (number of incorrect solutions submitted).,FALSE,6.18,7.3,4.27,5.21,3.06,6.41,3.25,3.54,5.06,0.54,1.87,1.3,2.96,3.44,2.77,2.29,2.02,2.36,3.43,0.56
R_AigHeKMEHnwXfG1,4395,28,"Shaw 1963, p. 53","Shaw & Rothschild, 1956 ","Paper and pencils. One copy of the following problem statement for each group member: 
""Your group must raise money to buy a number of items for prizes for carnival games. You must buy four different items: dolls, flags, canes, and ashtrays. How much money must the group raise to pay for all items?"" 
One copy of each of the following items: (Items are randomly distributed among group members.) 
    The group needs 50 dolls. 
    Dolls cost 20 cents each. 
    The group needs 75 flags. 
    Flags cost 10 cents each.
    The group needs 100 canes. 
    Canes cost 15 cents each. 
    The group needs 100 ashtrays. 
    Ashtrays cost 10 cents each. ","""Your task is to solve the problem you have been given working together as a group. No one of you can solve the problem working alone because no one has all the information needed to solve it. You must; therefore, communicate with each other in order to reach solutions. You may communicate freely among yourselves, but you may not show each other the items of information that you have been given. The object is for every member in the group to learn the answer in the shortest possible time. When you have an answer that you are willing to accept -either your own solution or someone else's -raise your hand and I will collect your solution. The sooner each of you reports a solution, the better will be the group's performance score. Are there any questions?",$42.50,Average of individual time scores; errors (number of incorrect solutions submitted).,FALSE,6.25,7.36,4.15,5.21,2.95,6.35,3.19,3.54,5.64,0.56,1.92,0.66,3.29,3.6,2.81,2.2,2.37,2.7,1.14,0.56
R_AigHeKMEHnwXfG1,4395,31,"Shaw 1963, p. 56","Formulated by W. T. Penrod, Jr., especially for this project.","Paper and pencils. One copy of the following Problem statement for each group member: 
""A moving van is scheduled to leave city A with items to be delivered at Cities B, C, D, & E. There are several routes that might be followed but the driver wants to pick the shortest one. Of course, he does not want to travel the same road twice, so he plans to visit each city once and only once. What is the shortest route?"" 
One copy of each of the following items: (Items are randomly distributed among group members.) 
    The distance from A to B is 200 miles. (direct route) 
    The distance from A to C is 50 miles              "" 
    The distance from A to D is 200 miles.            ""
    The distance from B to C is 150 miles.             "" 
    The distance from B to E is 100 miles.              "" 
    The distance from C to D is 200 miles.            "" 
    The distance from D to E is 50 miles.               "" 
    There is no direct route between A and E, B and D, or C and E. ","""Your task is to solve the problem you have been given working together as a group. No one of you can solve the problem working alone because no one has all the information needed to solve it. You must, therefore, communicate with each other in order to reach solutions. You may communicate freely among yourselves, but you may not show each other the items of information that you have been given, The object is for every member in the group to learn the answer in the shortest possible time, When you have an answer that you are willing to accept -either your own solution or someone else's - raise your hand and I will collect your solution. The sooner each of you reports a solution, the better will be the group's performance score. Are there any questions?'' ",ACBED (350 miles) ,Average of individual time scores; errors (number of incorrect solutions submitted). ,FALSE,6.3,7.34,4.32,4.7,3.5,6.42,3.12,4.12,4.83,0.58,1.9,0.66,2.12,3.39,2.76,2.36,2.73,2.52,2.46,0.6
R_AigHeKMEHnwXfG1,4395,39,"Shaw 1963, p. 65","Shaw & Gilchrist, 1955.","A collection of buttons having the following characteristics: 
Four different colors 
Four different sizes 
Four different shapes 
(In other words, buttons may be classified into four categories on each of the characteristics listed above. Buttons are selected so that no two categories will result in the same distribution of buttons.)","''This is a reasoning task. You are to work on this task as a group. The envelope before you contains a number of buttons. There are just four kinds of buttons, Your task is to sort the buttons into groups representing the four kinds of buttons. Are there any questions?"" ","Classifications vary in frequency in the following order: 
  Color (most frequent) 
  Size 
  Shape","Time required for an acceptable classification; uniqueness of classification (Shape most unique, etc.) ",FALSE,2.5,4.5,1.82,4.42,3.53,4.07,2.9,1.96,4.38,3.46,2.36,3.92,2.04,3.43,2.26,3.11,3.22,2.41,3.82,2
R_AigHeKMEHnwXfG1,4395,42,"Shaw 1963, p. 68",(old parlor game),"Nine cards labelled with numbers l through 9. Cards are arranged in groups: 
           7     28     196     34     5","""If we multiply the first two numbers (7 x 28) it happens that the answer is the middle number (196). But if we multiply the pair at the other end (5 x 34) the answer will not be the middle number (196). Your task: working as a group, is to rearrange the nine cards in as few moves as possible so that each of the end groups when multiplied will equal the number in the middle. (Groups must contain same number of cards as before; i.e., l card, 2 cards, 3 cards, 2 cards, and l card, in that order.)""","2     78     156     39     4 (Requires moving 5 cards)
4     39     156     78     2 (Requires moving 7 cards) 
3     58     174     29     6 (Requires moving 7 cards) 
6     29     174     58     3 (Requires moving 7 cards) ",Time required; number of moves required for solution; success/failure in alloted time. ,FALSE,2.44,7.23,5.37,5.06,3.5,4.32,2.23,3.47,2.81,2.5,2.36,2.04,2.45,3.91,2.48,1.85,2.52,2.1,2.65,2.26
R_AigHeKMEHnwXfG1,4395,44,"Shaw 1963, p. 70",(old parlor game),"A ""checkerboard"" marked off so that there are 64 squares, eight on each side. Eight tokens placed on the board as shown below:","""Considering only the diagonals you will notice that no two tokens are anywhere in a line. Your task, as a group, is to move three of the tokens from their present position to a square that is now unoccupied, so that in their new relative positions still no two tokens shall be in a line.""","[none listed, just image shown]",Time; number of correct moves.,TRUE,1.86,7.3,3.42,5.69,2.36,3.07,3.08,1.96,2.35,1.44,2.87,1.18,2.86,2.66,3.09,2.88,3.33,2.53,2.38,2.06
R_AigHeKMEHnwXfG1,4395,81,"Shaw 1963, p. 106","Gaier & Bass, 1955.","List of cities to be ranked; pencils.
 
City                                                Rank 
South Bend, Indiana 
Little Rock, Arkansas 
Jacksonville, Florida 
Portland, Oregon 
Charlotte, North Carolina 
Lowell, Massachusetts","""Your task will be to rank the cities listed on the problem sheet according to their population as indicated by the 1960 census. That is, assign a rank of 1 to the city which has the largest population a rank of 2 to the city which has the next largest population, etc. Are there any questions about this procedure? (Make sure task is understood by everyone.) You will be given 10 minutes to discuss the problem and arrive at a group ranking.""","City                                              Rank 
South Bend, Indiana                       4
Little Rock, Arkansas                       5
Jacksonville, Florida                        3 
Portland, Oregon                             1
Charlotte, North Carolina                2
Lowell, Massachusetts                    6",Correlation of group ranking with true ranking; time.,FALSE,2.81,7.32,2.5,7.3,1.86,6.88,2.28,1.19,3.85,0.91,2.63,0.86,3.51,1.18,2.7,1.67,2.95,1.79,3.73,1.68
R_AigHeKMEHnwXfG1,4395,83,"Shaw 1963, p. 108","Gaier & Bass, 1955.","Pencils. List of cities to be ranked: 
                      City                                  Rank 
            Seattle, Washington 
            Mobile, Alabama 
            Jersey City, New Jersey 
            Youngstown, Ohio 
            Minneapolis, Minnesota 
            Corpus Christi, Texas ","""Your task will be to rank the cities listed on the problem sheet according to their population as indicated by the 1960 census. That is, assign a rank of 1 to the city which has the largest population, a rank of 2 to the city which has the next largest population, etc. Are there any questions about this procedure? (Make sure task is understood by everyone.) You will be · given 10 minutes to discuss the problem and arrive at a group ranking","                      City                                  Rank 
            Seattle, Washington                     1
            Mobile, Alabama                         4
            Jersey City, New Jersey               3
            Youngstown, Ohio                        5
            Minneapolis, Minnesota               2
            Corpus Christi, Texas                   6",Correlation of group ranking with true ranking; time.,FALSE,2.88,7.32,2.55,7.3,1.95,6.81,2.28,1.12,3.77,0.88,2.46,0.86,3.42,1.1,2.73,1.64,2.9,1.82,3.73,1.58
