_id,playerId,gameId,createdAt,data.synergyPreference,data.teamViability,data.enjoyedTask,data.age,data.gender,data.strengthInGame,data.payFair,data.feedbackOpenEnded,data.feedbackMultipleChoice,data.education
FTSu44M9bXdGSD7cc,s3zMBD6kfKbRMs4jN,45nMNo3HzEEX7EQL5,2024-04-23T22:02:36Z,team,true,strongly agree,,,,,"Well, the notification came minutes before the experiment starts. I opened my notebook and started to play. Finally I got this experiment spot.",Yes,
765Awrfp4gm8qajfJ,oYLpW7Anposrog7No,45nMNo3HzEEX7EQL5,2024-04-23T22:02:39Z,,,,32,Male,Typing and word solving.,Yes.,,,bachelor
xT4oZDgidGqgpab7m,ESDRAhLiCbqBvwLB7,45nMNo3HzEEX7EQL5,2024-04-23T22:03:15Z,team,false,agree,,,,,"I think it was a good experience. The waiting room was very quick. I do wish there was a bit more time bewteen getting the email and then having the task start, but it worked out ok, because I was by my computer for the day, not having to go to work today.",Yes,
ZT3oQLqi7KEt56pnj,BoT2ySmtpfrz4acnj,qMJb8tLr4qbhPzEye,2024-04-23T22:03:47Z,,,,50,female,I tried my best to focus on the game.,Yes.,,,master
Hb6vJu5hHcsTMAFQx,ESDRAhLiCbqBvwLB7,45nMNo3HzEEX7EQL5,2024-04-23T22:04:19Z,,,,35,male,I think my strength was taking my time and reading things through. Also being willing to try things when the others were stuck.,"yes, quite fair I think",,,bachelor
wowQA6KnBvyFwvEpv,s3zMBD6kfKbRMs4jN,45nMNo3HzEEX7EQL5,2024-04-23T22:04:29Z,,,,27,Male,We talked and tried our best to find the solutions for the games. The strength was to split functions and try to resolve as a team. Every member counts.,"Yes, it was fair. I enjoyed this experiment!",,,bachelor
NgAmQ9upvY7dfo9Hq,LBeHxgJba7nJ2CvXK,ou5ukiNoAk6JLtNZX,2024-04-23T22:08:24Z,individual,true,agree,,,,,The paragraphing task was quite difficult. ,Yes,
YhHLq7pfEa8axR9EE,4faW7zC89ipcZgZPP,ou5ukiNoAk6JLtNZX,2024-04-23T22:08:29Z,individual,true,agree,,,,,No.,Yes,
gTLqvu4b8WbejCdL3,tgG5xytNTxHP8ptWt,ou5ukiNoAk6JLtNZX,2024-04-23T22:08:42Z,team,true,agree,,,,,The task went smoothly as everyone was competent and cooperative.,Yes,
g5PC9yctmQYYX36vZ,RjWTi3uxnS5LKbxEA,ou5ukiNoAk6JLtNZX,2024-04-23T22:08:42Z,team,true,agree,,,,,Some of these tasks were quite hard.,Yes,
SyQDbbwWKzmx7fYQv,LBeHxgJba7nJ2CvXK,ou5ukiNoAk6JLtNZX,2024-04-23T22:08:50Z,,,,63,male,"typing speed, organization",yes,,,bachelor
nJakz5jAd5ZsZ5k8C,uAoLxAMcMJGADFZtB,ou5ukiNoAk6JLtNZX,2024-04-23T22:09:14Z,team,true,strongly agree,,,,,fun!,Yes,
hZpyggpbZv9P5629o,4faW7zC89ipcZgZPP,ou5ukiNoAk6JLtNZX,2024-04-23T22:09:21Z,,,,53,Male,Probably the typing part.,I'll have to find that out when I see what my total bonus is. Thank you.,,,bachelor
n9jqPoH3tNyQnND93,p5PAjMKjLKympqPWo,ou5ukiNoAk6JLtNZX,2024-04-23T22:09:32Z,individual,true,agree,,,,,"Being notified about the activity only moments before it begins, results in missing out on a lot of these projects.  Maybe give more time in order for people to be aware. ",Yes,
NeWWZgEXGdLniAm9J,tgG5xytNTxHP8ptWt,ou5ukiNoAk6JLtNZX,2024-04-23T22:09:41Z,,,,36,male,Cooperation and typing speed.,It should've been a bit higher for the time invested.,,,high-school
fKMopL2aCcBwNrar2,p5PAjMKjLKympqPWo,ou5ukiNoAk6JLtNZX,2024-04-23T22:10:43Z,,,,57,Female,I think the other participants were stronger. It took me awhile to get my bearings. ,Not really,,,master
hk_5ace7df5d897a046,uAoLxAMcMJGADFZtB,ou5ukiNoAk6JLtNZX,2024-04-23T22:10:48Z,,,,46,male,medium strength,I don't know what it was. ,,,high-school
LHxTi58NBaDtLFc5x,RjWTi3uxnS5LKbxEA,ou5ukiNoAk6JLtNZX,2024-04-23T22:10:59Z,,,,49,male,I thought I was best at unscrambling words.,I thought it was a bit low for the amount of time and effort needed.,,,bachelor
EjbRAtxQRB54rtBkB,HTjQxx6tsR37z7zzK,Fttjqn7SfwyMz6fZD,2024-04-23T22:11:03Z,team,true,strongly agree,,,,,none,Yes,
tuPLZvcohGiqPtAcZ,HTjQxx6tsR37z7zzK,Fttjqn7SfwyMz6fZD,2024-04-23T22:11:46Z,,,,38,female,I was more of a helper.,yes,,,bachelor
hx3F4mqYrZqwM3gaa,bxSk6egFP2fsS56go,Fttjqn7SfwyMz6fZD,2024-04-23T22:12:05Z,team,true,neither agree nor disagree,,,,,"Notification _Sucked_.  If I hadn't just been looking at email, I'd of missed it.\n\nWaiting room had no updated status.  One person dropped out.\n\n\nStill, I really liked the tasks.\n\nTime factor wise, there wasn't enough, and the logic problem was confusing; only by the last one was it clear what was going on. \n\nShame, because it was sort of cool finally having some collaboration with my partner.",No,
vrEZDhZm3uQbFAZEs,bxSk6egFP2fsS56go,Fttjqn7SfwyMz6fZD,2024-04-23T22:14:07Z,,,,46,Male,"The typing and word descrambling... and the logic would have been, if the timer weren't so short and it was clearer how to use the interface; that got in the way of solving the puzzle.","No. The pay stinks.  You should evaluate the effort here, and pay based on that. Especially if anyone on your end ever spouts off about marginalized people --- since that's who you've got on this platform. ;/  \n\nThat said, I've done far worse and demeaning actions for less. ;P ",,,high-school
zwRtdTrnX6DoSmEj9,4B2JqEYacFbZmQrJ7,juC5t88MMkjykTa8C,2024-04-23T22:22:51Z,individual,false,strongly agree,,,,,,Yes,
ovbTzwJ7KqNKa29cB,dmLyqYXDcq4diHFhQ,juC5t88MMkjykTa8C,2024-04-23T22:22:54Z,individual,false,agree,,,,,It seemed appropriate.,Yes,
bnAKtTcqpmyByKs8M,tNGXk4H5KbKaJjJ6T,juC5t88MMkjykTa8C,2024-04-23T22:23:08Z,team,true,strongly agree,,,,,"No, it was fun!",Yes,
BksioRXYGsCZpnpSe,KWkn3bMMRPQZ6RaEw,juC5t88MMkjykTa8C,2024-04-23T22:23:08Z,team,true,strongly agree,,,,,Some of the entry screens could use some work. Especially  the mutiple typing screen.,Yes,
rGMEawtJBR7ACbu5T,Cvd5558oZCfcHPYWy,juC5t88MMkjykTa8C,2024-04-23T22:23:32Z,team,true,agree,,,,,The activity with the matching puzzle tables was somewhat confusing and may need a bit more time on the practice round to get used to how it works.,Yes,
oYCfAEu6GdRESzFHn,KWkn3bMMRPQZ6RaEw,juC5t88MMkjykTa8C,2024-04-23T22:23:42Z,,,,43,Male,A bit below average,Yes,,,bachelor
km6jvb6z5uGZMTX38,dmLyqYXDcq4diHFhQ,juC5t88MMkjykTa8C,2024-04-23T22:23:42Z,,,,56,male,Correcting mistakes.,"No, it should be higher.",,,master
SQRexZxFmTZcd2F86,RFsyW8B6QZRNKks79,juC5t88MMkjykTa8C,2024-04-23T22:23:46Z,team,true,strongly agree,,,,,"I think it was a good and enjoyable task, but I'm a speed typer and was not sure how the final task should have been handled. In the final round, I stopped typing because it seemed no one else was participating, and I was going fast and couldn't participate in the chat. Some tasks were a lot easier than others, but I had a nice time overall.",Yes,
QT8M26cwdzduGJrey,4B2JqEYacFbZmQrJ7,juC5t88MMkjykTa8C,2024-04-23T22:23:54Z,,,,51,male,I was able to figure out a winning strategy pretty quickly ,yes,,,bachelor
evZE6HzdTskunW4P5,Cvd5558oZCfcHPYWy,juC5t88MMkjykTa8C,2024-04-23T22:24:25Z,,,,47,male,"Okay, not the best or the worst.",Yes it was.,,,bachelor
NvsfHutEbQM4j3pgp,tNGXk4H5KbKaJjJ6T,juC5t88MMkjykTa8C,2024-04-23T22:25:03Z,,,,47,Male,"My strength was organizing the team, so that we could do the tasks correctly and optimally, even though we did have one player that was causing descent within the team on the last task, trying to type when they should not have been, then trying to justify it! Aside from this, the team was great!",Yes!,,,high-school
b8Yd5hhLhEwaXJfWM,RFsyW8B6QZRNKks79,juC5t88MMkjykTa8C,2024-04-23T22:25:34Z,,,,47,Female,"I feel like the typing round was the one I contributed to the most. I was an English major in college, so I'm not better with words than with logic tasks.","If it's $6 total, I think that's a little low for a task that took over an hour. But I did enjoy the task.",,,bachelor
oFnzWFKiuoJaHLRHa,DNmKDJpdPHTHzwLLy,B8iTfkZsFYXWESHZF,2024-04-24T13:25:31Z,individual,true,strongly agree,,,,,The audio and typing frustrated me.,Yes,
aeypWGaRQHG5C2dHx,DNmKDJpdPHTHzwLLy,B8iTfkZsFYXWESHZF,2024-04-24T13:25:50Z,,,,41,Female,Typing,Yes,,,bachelor
LbRAMmfmyaDStNeJp,6aMyS2YoGtBvNKKbT,B8iTfkZsFYXWESHZF,2024-04-24T13:43:42Z,team,true,strongly agree,,,,,"it was a little confusing at times, but overall  it was fun",Yes,
YtgwdDspejkt3Gt4h,7wvA6XFgWuvbvrRTz,B8iTfkZsFYXWESHZF,2024-04-24T13:44:16Z,team,true,strongly agree,,,,,General experience was good. One player disconnected.,Yes,
ptQvzajRaX6FhBMt5,6aMyS2YoGtBvNKKbT,B8iTfkZsFYXWESHZF,2024-04-24T13:44:58Z,,,,52,male,about average.  I think I did best with the letter sorting and memory,"yes, especially since it was fun.  thx",,,master
4NuhBjwkri9jJxjzq,7wvA6XFgWuvbvrRTz,B8iTfkZsFYXWESHZF,2024-04-24T13:45:01Z,,,,28,Male,I was pretty good at typing and unscramble words.,Yes it is fair for the time we invested. ,,,master
RBrnwKNApuYKEXoda,WzDKnxznurqsEdktB,zvAbFovt5m3SGHWDB,2024-04-24T13:48:52Z,team,,strongly agree,,,,,Nice experience. Willing to play again ,Yes,
EeNPe6NRmQFixd6fe,WzDKnxznurqsEdktB,zvAbFovt5m3SGHWDB,2024-04-24T13:49:43Z,,,,33,Male,Good,Yes,,,other
k4HGdojECdrMvdCfP,BHo3LW7w8BHXJi4tf,XqvmvcfdNCqWg3sai,2024-04-24T14:22:02Z,individual,true,neither agree nor disagree,,,,,,No,
hk_a990dd4c1855d239,BHo3LW7w8BHXJi4tf,XqvmvcfdNCqWg3sai,2024-04-24T14:22:21Z,,,,46,Female,Average,Yes,,,master
QkHyiEyoX39WdkY8w,cRcDjryoXKCjmTmaF,XqvmvcfdNCqWg3sai,2024-04-24T15:16:47Z,team,true,strongly agree,,,,,worked well,Yes,
eN79zELT3Mbhp57JN,6SBNuXMzNrJnjmxw2,XqvmvcfdNCqWg3sai,2024-04-24T15:16:57Z,team,true,strongly agree,,,,,,Yes,
7wNJH95HT5tuvtomL,8pn7joEHy3xjXq89L,XqvmvcfdNCqWg3sai,2024-04-24T15:17:14Z,team,false,strongly agree,,,,,I found the overall activity to be easy to understand I was notified clearly.,Yes,
rqnpGrAZyKjT4YqSP,6SBNuXMzNrJnjmxw2,XqvmvcfdNCqWg3sai,2024-04-24T15:17:24Z,,,,43,femmina,concentrata,yes,,,bachelor
RHAFAB8RZC9LK5StT,8pn7joEHy3xjXq89L,XqvmvcfdNCqWg3sai,2024-04-24T15:18:26Z,,,,30,Male,I tired to point out any issues during the games and also tried to follow along with what the majority seemed to agree with.,"The pay was alright, I don't think it was too low, however of course it could always be better.",,,high-school
5NptEoAfKr2iY6YQR,cRcDjryoXKCjmTmaF,XqvmvcfdNCqWg3sai,2024-04-24T15:18:26Z,,,,55,Male,A little weak I tried to communicate well though to get the group working together,A little low for almost an hour we got 8.00,,,high-school
YGqmFbL8iuPBkNjHR,yZC6fLXR9KWZXp28W,XqvmvcfdNCqWg3sai,2024-04-24T15:18:58Z,individual,false,neither agree nor disagree,,,,,"In the typing task, it would be nice if there was a way for each person to easily type the passage without it being complicated.  For example, if I could select any area of the space to place my cursor and type it would make it easier.",No,
wgxgbRdZjdanjrm9c,yZC6fLXR9KWZXp28W,XqvmvcfdNCqWg3sai,2024-04-24T15:20:59Z,,,,41,Male,I felt I was good at communicating and coming up with ways to make things easier. ,"Considering the time that we spent on the task, I think a little higher base pay would be better.",,,bachelor
mbzRT7ykyfzf3f6rT,hm4ccB6xG4HmzHqWv,T8TpJaRN7toBzjYr8,2024-04-24T15:26:19Z,team,true,neither agree nor disagree,,,,,When everyone is done don't just run out the clock ,No,
QKuTfDPXFoxoBvvZT,cuGaBT7Hwjczp9qfu,T8TpJaRN7toBzjYr8,2024-04-24T15:26:21Z,individual,true,agree,,,,,,Yes,
HSgMLtPRzHqiBFfnD,BC7s6ue23F3JLpHAC,T8TpJaRN7toBzjYr8,2024-04-24T15:26:22Z,team,true,strongly agree,,,,,All good - Loaded fine in Chrome Browser,Yes,
N3zsNxuPL8D2HYgjE,LQkKQrKTErm5tQtZh,T8TpJaRN7toBzjYr8,2024-04-24T15:26:26Z,team,true,agree,,,,,It was ok.,Yes,
kKto39k7e5F9KcmS5,hm4ccB6xG4HmzHqWv,T8TpJaRN7toBzjYr8,2024-04-24T15:26:46Z,,,,39,female,there were some I was better at than others and I tried to do more on those tasks,yes everyone took turns,,,bachelor
LYvxZrpSR7ZRLXs52,6PqLckKjpokwmbfS9,T8TpJaRN7toBzjYr8,2024-04-24T15:26:53Z,team,false,strongly agree,,,,,The expereince is good,Yes,
Zb3nNGY8W59Qdhqjr,BC7s6ue23F3JLpHAC,T8TpJaRN7toBzjYr8,2024-04-24T15:27:05Z,,,,66,male,medium,Yes,,,high-school
GCizNMevGQa2mdMsd,cuGaBT7Hwjczp9qfu,T8TpJaRN7toBzjYr8,2024-04-24T15:27:13Z,,,,70,Female,I think I did well enough.,"Yes, I do.",,,high-school
Cwx8q3sMag7R82QWH,LQkKQrKTErm5tQtZh,T8TpJaRN7toBzjYr8,2024-04-24T15:27:34Z,,,,73,Female,Just as strong as the others.,We had one person who seemed to undo work.,,,master
CguAuvNP4t98oNq3p,6PqLckKjpokwmbfS9,T8TpJaRN7toBzjYr8,2024-04-24T15:29:02Z,,,,39,Male,Need to keep thinking while playing the game,Yes This is a good pay,,,other
XGGbXttFxYPCyPBEa,aXXXcRj2XmYZsgF5a,5tQwbcrDF6ZFMPSjA,2024-04-24T16:18:11Z,individual,,strongly agree,,,,,no,No,
TvxDcfukDGQ9Rdk7Y,ojY6tZJazeDxJBMzS,G7BYRDKWPwnG2hNwE,2024-04-24T16:18:13Z,individual,,agree,,,,,The only thing is I wish I could have seen errors in the typing section.,Yes,
hDYLaLoxhqx3ZraC5,aXXXcRj2XmYZsgF5a,5tQwbcrDF6ZFMPSjA,2024-04-24T16:18:46Z,,,,58,Male,good,fair enough,,,high-school
CYhgwsaMYkJ62pZ3w,ojY6tZJazeDxJBMzS,G7BYRDKWPwnG2hNwE,2024-04-24T16:19:05Z,,,,52,female,"I did badly at word scrambles, but I enjoy logic puzzles.",yes,,,bachelor
B6KcCAuLm8FqTApJB,2tM2FMC7SCB2ukbke,azHHMutru6h4E7sas,2024-04-24T16:26:16Z,team,true,strongly agree,,,,,"It was really fun, thank you!!",Yes,
sJsrsnCEsJy7r5DHA,JrWwBi2CKC4pr5uDb,azHHMutru6h4E7sas,2024-04-24T16:26:18Z,team,true,agree,,,,,Ran smoothly,Yes,
GTxmmkCksaB2uspY2,rWSEmtHvCQpJmWoda,azHHMutru6h4E7sas,2024-04-24T16:26:21Z,team,true,strongly agree,,,,,It was fun playing with other players.,Yes,
7hw6ZLdtMdLAnJ2hH,rWSEmtHvCQpJmWoda,azHHMutru6h4E7sas,2024-04-24T16:26:55Z,,,,58,Male,"I was good at the typing, not so much at the logic and memory.",Yes.,,,high-school
HENFQ6DFuF4W2MAGP,JrWwBi2CKC4pr5uDb,azHHMutru6h4E7sas,2024-04-24T16:27:19Z,,,,61,Male,Average,No. Very low for the time spent on the task. ,,,high-school
3X9NvDToevsvkSLa6,2tM2FMC7SCB2ukbke,azHHMutru6h4E7sas,2024-04-24T16:28:24Z,,,,43,female,I was decent at the typing and the unscrambling words. I was not great at the table thing because more than one person was changing things.,"It's lower than I was expecting, honestly. I was a bit sad when shown the bonus. I thought we performed better than that.",,,high-school
npviw3pdpaRpP2qch,uoGdASfJ5i4G92SjC,bDAmdvP6W2uHDs48K,2024-04-24T16:33:36Z,team,true,agree,,,,,love each gameplay!,Yes,
9BgLaDdFseZZg6kkH,gp7iAzJzDz7pc9Jri,bDAmdvP6W2uHDs48K,2024-04-24T16:34:18Z,team,false,strongly agree,,,,,No,Yes,
LLhTnBF4Jsf9nL5qu,uoGdASfJ5i4G92SjC,bDAmdvP6W2uHDs48K,2024-04-24T16:34:24Z,,,,24,male,communication skills,it could be higher.,,,bachelor
dch3EK2ESuh3obkao,gp7iAzJzDz7pc9Jri,bDAmdvP6W2uHDs48K,2024-04-24T16:35:05Z,,,,43,Male,Medium,Yes,,,bachelor
ph8cmsbwRaWoqG2dw,FWYq9rBr5pDvaC64u,3doJ52eKLtSy9xz3K,2024-04-24T16:38:19Z,individual,true,strongly disagree,,,,,no,No,
9KXKjneJMhgqFf84m,FWYq9rBr5pDvaC64u,3doJ52eKLtSy9xz3K,2024-04-24T16:38:33Z,,,,56,female,weak,no,,,bachelor
W7HtdyTtzF67cH8Ny,jPhP3A67zjpSmHRgJ,3doJ52eKLtSy9xz3K,2024-04-24T16:38:43Z,team,false,strongly disagree,,,,,ok,Yes,
YSakHbjXKq9NkbceY,4iqojKKaEuDrcKoFJ,3doJ52eKLtSy9xz3K,2024-04-24T16:38:48Z,individual,false,disagree,,,,,"At some points, it felt like I had an input lag on the shared game space.  It wasn't disruptive, but it was noticeable.",No,
MSQwGbW8MkiuL9SZ3,ugKuA9EMm6aYxRreK,3doJ52eKLtSy9xz3K,2024-04-24T16:38:53Z,individual,false,strongly disagree,,,,,Have people that are nice. I couldnt do my task because one person kept messing it up on purpose. ,No,
Rw9r3SAfv68ScyhzN,W5Pcvxs6ECYkz2kx7,3doJ52eKLtSy9xz3K,2024-04-24T16:39:08Z,team,false,strongly agree,,,,,Very Good Experience,Yes,
bPxPageiECchfM35E,jPhP3A67zjpSmHRgJ,3doJ52eKLtSy9xz3K,2024-04-24T16:39:23Z,,,,67,male,buona,ok,,,high-school
zj43aDcBKcmiWhsYH,ugKuA9EMm6aYxRreK,3doJ52eKLtSy9xz3K,2024-04-24T16:39:45Z,,,,40,Female,I felt if a certain person wouldnt of kept changing my answers and calling me a fool we would of done better. ,Yes,,,high-school
juAv9hL2J7BYjSs7t,4iqojKKaEuDrcKoFJ,3doJ52eKLtSy9xz3K,2024-04-24T16:40:13Z,,,,33,male,I was not focused on arguing about who was wrong in the task.  I simply did the task.,"No, the pay with bonus will likely fall below the 10 cent per minute rate most Turkers feel is fair",,,high-school
fqyJW4iQytshfkP9n,W5Pcvxs6ECYkz2kx7,3doJ52eKLtSy9xz3K,2024-04-24T16:40:21Z,,,,30,MALE,"I quickly adjust strategies based on the evolving game dynamics.\n",Ok,,,master
44fZ3QyMwqNM7jJEj,oTndCiBuLQLcpxooo,P9sivH7Zvion7jkrZ,2024-04-24T16:40:44Z,team,true,agree,,,,,,Yes,
gD6zCPSoTuxeRZrDq,Mh2yd3rqALYk3Z6YM,P9sivH7Zvion7jkrZ,2024-04-24T16:40:47Z,team,true,strongly agree,,,,,fun activities,Yes,
HfjH6yqdiK8mSdKg7,3tsL2faTv5v2E8GyT,P9sivH7Zvion7jkrZ,2024-04-24T16:40:51Z,individual,false,agree,,,,,no,Yes,
gjGCnA4JH5h7kNAt2,oTndCiBuLQLcpxooo,P9sivH7Zvion7jkrZ,2024-04-24T16:41:09Z,,,,47,male,trying to step back,yes,,,master
KQnR8mimQKbTPxHQr,JHBvjBQbo3a4Fc6mR,P9sivH7Zvion7jkrZ,2024-04-24T16:41:12Z,team,true,strongly agree,,,,,It's pretty fun. I enjoyed this,Yes,
pofMjCejpWjc6ATQ8,Mh2yd3rqALYk3Z6YM,P9sivH7Zvion7jkrZ,2024-04-24T16:41:21Z,,,,51,female,Average on some stronger on at least one,yes I do,,,high-school
hk_e63b011ebfbeb438,jJtFauMpqaYWsGcr7,P9sivH7Zvion7jkrZ,2024-04-24T16:41:22Z,team,false,strongly agree,,,,,,Yes,
F9ay3a7ppkk4oMcTi,C8iAXtJGgny9tDjBE,P9sivH7Zvion7jkrZ,2024-04-24T16:41:41Z,team,true,strongly agree,,,,,I thought this was a nice activity with team members.,Yes,
P8nHdcnQS3JvSPWKs,3tsL2faTv5v2E8GyT,P9sivH7Zvion7jkrZ,2024-04-24T16:41:58Z,,,,35,female,"I think I did alright, it was a bit hard to work as a team because everyone was eager to do the task and did not always work together easily.",I do not know how much I will get paid yet so I cannot answer the question until I see the payment.,,,bachelor
F9G9xJDwmNECtkAFg,JHBvjBQbo3a4Fc6mR,P9sivH7Zvion7jkrZ,2024-04-24T16:42:29Z,,,,40,Male,"I am fast with unscrambled letters and keyboard, mostly.","Yes, but I would appreciate it if it could be better.",,,bachelor
DtEizpJEcYc8R3fjv,C8iAXtJGgny9tDjBE,P9sivH7Zvion7jkrZ,2024-04-24T16:43:15Z,,,,30,Female,I felt confident during the game.  Some tasks were harder than others.,yes,,,bachelor
HzQcoQFFkT46bivhF,jJtFauMpqaYWsGcr7,P9sivH7Zvion7jkrZ,2024-04-24T16:43:48Z,,,,26,Male,,"Yes, the pay was fair in my opinion.",,,other
